location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
Aerodrome Road,2352,2,2,independent,classic,2804,3.97,1.66,2.42,0.77,3.3,1,124.27
Scheme 78,1332,3,2,flat,affordable,1750,0.53,0.23,0.42,0.28,0.23,1,33.63
Annapurna Road,1400,4,3,flat,classic,1713,0.45,0.32,0.76,0.35,1.2,0,54.04
Kanadia Road,1625,2,2,flat,classic,1847,0.46,0.2,0.33,0.31,1.5,0,50.41
Piplya Kumar,1255,1,1,flat,classic,2253,0.78,0.29,0.56,0.2,1.41,1,37.48
Chandan Nagar,1109,2,2,flat,affordable,1575,0.3,0.12,0.42,0.16,0.17,1,25.98
Sneh Nagar,1497,2,2,flat,classic,1906,0.65,0.27,0.77,0.3,1.43,0,49.23
Scheme 103,1477,2,2,independent,classic,2880,1.39,0.89,2.25,0.85,2.13,1,87.65
Geeta Bhawan,2627,3,2,independent,classic,2187,3.77,1.51,2.4,1.01,2.87,0,183.41
Rau Pithampur Road,1050,3,3,flat,affordable,1278,0.21,0.2,0.46,0.35,0.13,0,28.49
Scheme 136,1453,3,2,flat,premium,2226,0.55,0.42,0.83,0.57,1.62,1,58.04
Bijalpur,1476,3,2,flat,classic,2101,0.51,0.34,0.46,0.41,1.55,1,54.03
Palhar Nagar,1363,3,2,flat,affordable,1318,0.51,0.14,0.38,0.37,0.18,0,41.3
Palhar Nagar,1077,2,2,flat,affordable,1309,0.33,0.18,0.22,0.4,0.14,0,30.68
Pipliyahana,1050,3,2,flat,classic,1592,0.27,0.09,0.4,0.27,0.84,1,39.55
Sanwer Road,1351,2,2,independent,affordable,2192,0.92,0.57,0.84,0.78,0.3,0,45.34
South Tukoganj,3657,4,3,independent,elite,3653,5.26,3.51,4.28,1.11,6.68,1,352.56
Scheme 94,1662,3,2,flat,premium,2227,0.65,0.31,0.73,0.56,1.85,0,89.84
Sanwer Road,700,2,2,flat,affordable,1648,0.16,0.14,0.48,0.24,0.12,0,20.79
Navlakha,1761,2,2,flat,premium,1857,0.9,0.37,0.92,0.37,1.64,0,87.19
Janki Nagar,1750,5,4,independent,premium,3052,1.68,0.95,3.27,1.55,2.67,0,150.52
Nipania,3974,4,4,independent,elite,3786,8.76,2.44,2.03,1.99,7.52,0,309.01
Scheme 94,3291,5,4,independent,premium,2890,4.9,1.79,2.11,1.15,4.76,1,237.01
Bengali Square,1050,3,3,flat,premium,1915,0.41,0.1,0.52,0.49,1.01,0,57.04
Bijalpur,2231,3,2,independent,classic,2488,1.7,1.3,1.53,0.99,2.78,0,123.8
Bhawrasla,1599,1,1,independent,classic,2592,2.29,1.12,1.68,0.91,2.07,0,98.0
Piplya Kumar,1991,3,2,flat,classic,1843,0.46,0.35,0.32,0.36,1.83,0,74.14
Nipania,1289,3,2,independent,elite,2933,1.88,0.57,3.07,1.06,1.89,1,112.1
Sudama Nagar,2743,2,3,independent,classic,2892,3.29,2.02,1.9,0.89,3.97,0,184.95
MR 11,1059,2,3,flat,classic,1533,0.27,0.18,0.69,0.36,0.81,0,37.0
Old Palasia,2019,3,2,independent,elite,3460,4.42,1.12,2.95,1.08,3.49,0,198.38
Bhawarkuan,1382,3,2,independent,classic,1993,1.61,0.44,1.74,0.88,1.38,0,76.7
Musakhedi,1561,2,2,independent,affordable,1691,1.19,0.79,1.5,0.55,0.26,0,61.86
Gandhi Nagar,2053,2,2,independent,affordable,2161,1.94,0.76,1.52,0.63,0.44,1,89.47
Bijalpur,1120,2,2,flat,classic,2291,0.49,0.16,0.37,0.28,1.28,0,40.8
Rangwasa,1066,2,2,flat,affordable,1274,0.17,0.12,0.48,0.32,0.14,0,31.35
Dewas Naka,1384,3,2,flat,classic,1860,0.32,0.23,0.33,0.2,1.29,0,56.9
Janki Nagar,2502,5,4,independent,premium,2789,3.17,1.57,1.72,1.5,3.49,0,218.88
Bhawrasla,1505,3,2,flat,classic,1813,0.71,0.38,0.39,0.45,1.36,0,57.13
Kanadia Road,2511,3,2,independent,classic,2144,2.23,0.91,2.14,0.96,2.69,0,153.84
MG Road,1977,3,2,independent,premium,2804,2.4,1.24,2.56,0.99,2.77,0,192.48
Bicholi Hapsi,1050,3,2,flat,classic,2112,0.56,0.29,0.71,0.33,1.11,0,35.78
Talawali Chanda,1977,3,3,flat,classic,2099,0.91,0.44,0.33,0.25,2.07,1,57.67
AB Road,3240,4,3,independent,premium,2474,5.54,2.22,1.69,1.52,4.01,0,233.39
Rajendra Nagar,1691,2,2,flat,premium,2495,0.67,0.21,0.46,0.37,2.11,0,66.94
Old Palasia,1303,1,1,flat,elite,2412,0.83,0.26,0.42,0.38,1.57,1,64.66
Nipania,1930,3,2,flat,elite,2649,0.61,0.45,0.94,0.63,2.56,0,130.53
Palhar Nagar,2296,2,3,independent,affordable,1708,1.29,1.01,1.02,0.59,0.39,0,96.67
Rau Pithampur Road,961,2,2,independent,affordable,1961,1.26,0.31,1.46,0.74,0.19,0,46.44
AB Road,832,2,3,flat,premium,1860,0.45,0.13,0.94,0.52,0.77,0,37.81
Scheme 103,1438,1,2,independent,classic,1986,0.87,0.66,1.4,0.88,1.43,1,76.85
Piplya Kumar,2483,3,2,independent,classic,2051,3.01,1.13,2.12,1.0,2.55,0,178.39
Lasuriya Mori,1753,4,3,flat,classic,1523,0.3,0.24,0.66,0.47,1.33,1,54.48
Kanadia Road,1242,2,2,flat,classic,1667,0.23,0.21,0.52,0.41,1.04,0,43.61
AB Bypass Road,2369,3,2,flat,premium,2287,0.84,0.66,0.72,0.36,2.71,1,97.64
Rau,1684,2,3,independent,classic,2842,3.35,0.92,1.86,0.87,2.39,0,104.74
Banganga,1346,2,2,independent,affordable,1927,1.09,0.6,0.97,0.53,0.26,0,59.74
Nipania,4346,3,2,independent,elite,3912,8.45,3.21,3.04,1.98,8.5,0,340.03
Rangwasa,2424,2,3,independent,affordable,2228,3.16,1.52,1.26,0.52,0.54,0,89.5
Kanadia Road,700,2,2,flat,classic,1976,0.25,0.09,0.51,0.41,0.69,0,23.31
Bicholi Hapsi,1155,3,2,flat,classic,2007,0.4,0.23,0.6,0.24,1.16,1,42.07
Palhar Nagar,947,2,2,flat,affordable,1840,0.38,0.18,0.36,0.34,0.17,0,27.01
Nihalpur Mundi,2558,2,2,independent,classic,2109,1.82,1.14,1.53,0.92,2.7,0,137.38
Rajendra Nagar,3115,4,4,independent,premium,2903,5.78,1.38,2.63,1.02,4.52,0,207.91
Gandhi Nagar,629,1,2,flat,affordable,1378,0.16,0.06,0.59,0.21,0.09,0,17.48
Bhawrasla,903,1,2,flat,classic,1877,0.49,0.16,0.68,0.48,0.85,0,33.95
Rau Pithampur Road,1399,2,2,independent,affordable,1938,1.83,0.67,1.02,0.49,0.27,0,60.66
Saket Nagar,1306,3,2,independent,affordable,2161,1.23,0.8,1.57,0.61,0.28,0,74.75
Piplya Kumar,1375,2,2,independent,classic,2855,2.29,1.17,2.03,0.62,1.96,0,89.43
Piplya Kumar,1327,2,2,flat,classic,2164,0.6,0.43,0.65,0.23,1.44,0,47.33
MR 10,3314,4,3,independent,premium,3270,3.85,1.83,1.69,1.57,5.42,0,225.0
Geeta Bhawan,2538,2,2,independent,classic,2865,2.77,1.3,1.05,0.8,3.64,1,121.22
Scheme 54,1296,3,3,independent,classic,2413,1.69,0.68,1.29,1.15,1.56,0,78.7
AB Bypass Road,1750,5,4,independent,premium,3143,3.67,1.53,2.42,1.38,2.75,0,144.35
Nihalpur Mundi,2335,3,2,independent,classic,2465,2.57,1.42,1.04,0.82,2.88,0,135.79
Bhawarkuan,1291,2,2,flat,classic,1841,0.3,0.28,0.5,0.36,1.19,1,36.13
Sudama Nagar,1135,3,2,flat,classic,1929,0.54,0.26,0.74,0.41,1.09,0,43.16
Rajendra Nagar,2134,2,2,flat,premium,2219,0.8,0.71,0.84,0.52,2.37,0,85.86
Ring Road,1199,1,1,independent,classic,2841,1.25,0.7,1.3,0.77,1.7,0,58.46
Ring Road,1623,3,3,independent,classic,2070,1.7,0.55,1.92,0.74,1.68,0,93.87
Annapurna Road,1108,2,2,flat,classic,1601,0.35,0.18,0.36,0.48,0.89,1,33.92
Bicholi Hapsi,2769,2,3,independent,classic,2635,4.24,1.94,1.76,0.87,3.65,1,154.88
Saket Nagar,1566,3,2,independent,affordable,2284,1.26,0.85,1.12,0.67,0.36,0,90.42
Geeta Bhawan,1529,3,3,flat,classic,2280,0.85,0.31,0.6,0.37,1.74,0,61.55
Scheme 94,3957,4,4,independent,premium,2877,5.45,3.03,2.46,1.05,5.69,1,252.47
South Tukoganj,1607,4,3,flat,elite,2478,1.01,0.46,1.07,0.79,1.99,0,92.77
Palhar Nagar,840,1,1,flat,affordable,1747,0.16,0.17,0.58,0.19,0.15,0,22.45
Bicholi Mardana,1400,4,3,independent,premium,2854,2.06,1.11,2.36,1.1,2.0,0,117.98
South Tukoganj,4186,3,3,independent,elite,3232,7.33,2.82,4.13,1.31,6.77,1,270.89
Sapna Sangeeta Road,1233,3,2,flat,elite,2795,0.46,0.49,0.45,0.52,1.72,0,65.13
Palhar Nagar,700,2,2,flat,affordable,1833,0.33,0.11,0.27,0.22,0.13,0,19.29
Old Palasia,2422,3,3,flat,elite,2312,0.56,0.64,0.81,0.6,2.8,0,154.18
Nihalpur Mundi,2797,3,2,independent,classic,2554,4.13,1.44,1.48,1.07,3.57,1,162.25
Talawali Chanda,1780,2,3,flat,classic,2239,0.53,0.5,0.3,0.37,1.99,0,66.44
Bicholi Hapsi,1239,3,2,flat,classic,1550,0.34,0.22,0.8,0.27,0.96,0,40.51
Scheme 136,2769,5,4,independent,premium,2803,5.27,1.45,3.07,1.29,3.88,0,215.12
Talawali Chanda,886,2,2,independent,classic,1957,0.94,0.4,1.98,1.14,0.87,0,54.76
Jetpura,1050,3,2,flat,affordable,1222,0.36,0.07,0.48,0.33,0.13,0,31.83
Scheme 140,2874,4,3,flat,elite,2671,1.77,0.81,0.95,0.63,3.84,1,155.14
Ring Road,1807,3,2,flat,classic,1765,0.4,0.29,0.57,0.23,1.59,0,62.2
Sapna Sangeeta Road,1106,3,3,flat,elite,3126,0.5,0.39,0.58,0.46,1.73,0,65.07
Scheme 103,1686,2,3,flat,classic,2236,0.95,0.4,0.39,0.23,1.88,0,59.23
Jetpura,851,2,2,independent,affordable,1711,0.57,0.38,0.83,0.86,0.15,0,42.79
Lasuriya Mori,1050,3,2,flat,classic,2059,0.34,0.18,0.55,0.23,1.08,0,32.55
Sapna Sangeeta Road,1882,3,2,flat,elite,2619,1.26,0.48,0.8,0.4,2.46,0,124.61
Bicholi Mardana,1734,4,4,independent,premium,3122,1.79,0.9,2.38,0.93,2.71,0,145.8
Sanwer Road,1171,2,2,flat,affordable,1845,0.52,0.18,0.23,0.23,0.22,1,25.73
New Palasia,4084,3,2,independent,elite,3811,8.09,2.85,1.89,1.21,7.78,0,409.4
Palhar Nagar,718,2,3,flat,affordable,1263,0.26,0.12,0.53,0.37,0.09,1,18.61
Vijay Nagar,1173,3,2,flat,premium,1953,0.48,0.25,0.44,0.55,1.15,1,49.28
Talawali Chanda,1155,2,3,flat,classic,1715,0.36,0.27,0.41,0.47,0.99,0,37.67
Tejaji Nagar,1378,1,2,flat,affordable,1601,0.4,0.24,0.48,0.34,0.22,0,35.53
Palasia Square,1502,4,4,flat,classic,1611,0.65,0.13,0.66,0.37,1.21,0,70.25
Rajendra Nagar,1006,2,2,flat,premium,2026,0.38,0.14,0.91,0.5,1.02,1,38.09
Kanadia Road,1050,3,3,flat,classic,1534,0.37,0.1,0.77,0.46,0.81,1,35.25
Tejaji Nagar,1156,2,3,flat,affordable,1700,0.33,0.21,0.6,0.23,0.2,0,28.65
Saket Nagar,2014,2,2,independent,affordable,1917,2.27,0.88,0.78,0.42,0.39,1,95.5
Lasuriya Mori,1900,3,2,independent,classic,2618,2.65,1.12,2.46,0.68,2.49,0,95.41
Palasia Square,1996,2,2,flat,classic,1831,0.95,0.4,0.45,0.26,1.83,0,86.8
New Palasia,3322,4,4,independent,elite,2939,3.09,2.29,4.31,1.84,4.88,0,330.94
Scheme 103,2601,3,2,independent,classic,2156,3.78,1.09,2.25,1.0,2.8,0,184.65
MG Road,1691,4,4,flat,premium,2455,0.69,0.45,0.66,0.43,2.08,1,70.49
MR 10,1050,3,2,flat,premium,2150,0.35,0.24,0.34,0.3,1.13,0,46.95
Sapna Sangeeta Road,2291,3,2,independent,elite,3875,3.39,2.01,2.93,1.02,4.44,0,196.69
Scheme 136,1435,2,2,flat,premium,1892,0.67,0.15,0.32,0.29,1.36,0,81.65
Sudama Nagar,1767,3,2,flat,classic,1859,0.65,0.26,0.34,0.21,1.64,1,62.81
Saket Nagar,981,2,2,flat,affordable,1556,0.26,0.14,0.42,0.18,0.15,0,32.85
Nipania,2315,4,4,flat,elite,3087,1.83,0.82,0.47,0.38,3.57,0,168.66
Chandan Nagar,1050,3,2,flat,affordable,1479,0.38,0.08,0.42,0.18,0.16,0,34.5
Sukhliya,1050,3,3,independent,classic,2496,1.49,0.74,2.43,1.16,1.31,0,69.07
Scheme 78,1103,1,1,flat,affordable,1624,0.38,0.14,0.31,0.27,0.18,0,30.8
Scheme 140,4125,5,4,independent,elite,3621,7.66,2.31,3.08,1.41,7.47,1,414.77
Old Palasia,1967,4,3,independent,elite,3544,3.08,1.88,2.05,1.59,3.49,0,162.86
Navlakha,1050,3,2,flat,premium,2064,0.51,0.18,0.45,0.38,1.08,1,36.06
Ring Road,810,2,3,independent,classic,2724,0.91,0.57,2.01,0.88,1.1,1,50.15
Scheme 136,1126,3,2,flat,premium,2049,0.29,0.31,0.65,0.45,1.15,0,48.9
Saket Nagar,861,1,1,flat,affordable,1843,0.47,0.09,0.38,0.26,0.16,0,30.83
Navlakha,1327,3,3,flat,premium,2464,0.56,0.26,0.89,0.27,1.64,0,52.26
Palasia Square,1619,3,2,independent,classic,2636,1.5,1.06,2.24,1.13,2.13,0,101.52
Mahalaxmi Nagar,1638,1,1,flat,premium,1882,0.76,0.27,0.85,0.42,1.54,1,69.71
Sudama Nagar,2488,3,2,independent,classic,2626,2.52,1.75,1.22,0.88,3.27,0,137.11
South Tukoganj,1815,3,2,flat,elite,2559,1.31,0.24,0.65,0.33,2.32,0,119.64
Scheme 94,1050,3,2,flat,premium,2473,0.6,0.22,0.85,0.45,1.3,0,57.55
Scheme 103,1050,3,2,flat,classic,1548,0.25,0.11,0.69,0.22,0.81,0,34.58
Palhar Nagar,1050,3,3,independent,affordable,1819,1.26,0.43,1.45,0.89,0.19,0,43.38
Bijalpur,1200,2,2,flat,classic,2279,0.48,0.15,0.79,0.39,1.37,0,51.95
MR 10,1400,4,4,flat,premium,2505,0.92,0.39,0.51,0.56,1.75,0,75.71
Rajendra Nagar,1672,3,2,independent,premium,3004,3.17,1.07,1.91,1.01,2.51,0,131.02
Rau,1851,1,2,flat,classic,1968,0.6,0.19,0.49,0.23,1.82,0,63.26
Old Palasia,985,2,2,flat,elite,3079,0.55,0.25,0.93,0.7,1.52,0,66.82
Mahalaxmi Nagar,3641,2,3,independent,premium,2429,5.37,2.52,2.28,1.24,4.42,0,308.77
Scheme 140,2737,3,2,flat,elite,2499,1.0,0.43,0.61,0.48,3.42,0,144.49
South Tukoganj,1455,2,3,flat,elite,2642,0.42,0.46,1.12,0.72,1.92,1,64.6
Rangwasa,2215,3,2,independent,affordable,1714,1.83,0.75,0.74,0.46,0.38,0,76.1
Lasuriya Mori,2479,2,2,independent,classic,2125,1.71,0.86,1.99,0.9,2.63,1,120.65
Gandhi Nagar,1076,2,3,independent,affordable,2355,1.75,0.75,1.48,0.46,0.25,0,49.53
Bicholi Mardana,1467,3,2,independent,premium,2885,2.19,0.83,1.7,0.87,2.12,0,120.32
Bengali Square,3760,3,2,independent,premium,2924,4.31,1.85,2.1,1.0,5.5,0,353.23
Bijalpur,1262,2,2,flat,classic,1512,0.3,0.23,0.78,0.29,0.95,1,46.01
Saket Nagar,1074,1,1,flat,affordable,1861,0.37,0.26,0.29,0.33,0.2,0,38.59
Piplya Kumar,700,2,2,flat,classic,1776,0.13,0.09,0.42,0.39,0.62,1,24.38
Khajrana,2215,2,3,independent,affordable,1799,2.74,0.63,0.77,0.75,0.4,0,117.73
Musakhedi,2416,1,2,independent,affordable,1866,1.78,1.06,1.56,0.64,0.45,0,81.19
Scheme 136,1227,3,2,flat,premium,1898,0.62,0.23,0.92,0.56,1.16,1,55.56
Navlakha,3551,3,2,independent,premium,2594,3.49,2.39,2.65,0.97,4.6,1,192.67
Bijalpur,2528,2,2,independent,classic,2120,3.38,0.9,1.93,1.13,2.68,1,172.72
Scheme 103,1522,1,1,flat,classic,1806,0.43,0.23,0.26,0.21,1.37,0,50.41
Rau,1971,2,2,flat,classic,1793,0.98,0.22,0.32,0.35,1.77,1,56.87
Pipliyahana,1859,3,2,independent,classic,2587,2.69,1.4,1.15,0.8,2.4,0,114.63
Gandhi Nagar,1268,3,2,flat,affordable,1228,0.36,0.18,0.35,0.27,0.16,0,44.69
Scheme 140,2373,3,3,flat,elite,3062,1.18,0.75,1.07,0.79,3.63,0,153.74
New Palasia,1050,3,2,flat,elite,3151,0.73,0.41,0.81,0.62,1.65,1,54.32
Bhawarkuan,2689,2,2,independent,classic,2309,3.16,1.06,1.04,0.69,3.1,0,143.69
Musakhedi,952,2,2,independent,affordable,2351,0.69,0.42,1.54,0.49,0.22,1,33.87
Limbodi,898,1,1,independent,affordable,1747,0.9,0.45,0.98,0.86,0.16,0,35.55
MR 11,1496,3,2,independent,classic,2627,2.59,1.04,1.79,0.96,1.97,0,104.41
MR 11,1050,3,2,independent,classic,2880,1.17,0.64,1.57,1.16,1.51,1,53.31
Nihalpur Mundi,1050,3,3,flat,classic,1543,0.32,0.13,0.47,0.34,0.81,0,46.11
Tilak Nagar,1388,2,2,independent,classic,2176,1.59,0.66,2.1,0.83,1.51,0,70.64
Super Corridor,1450,2,2,independent,elite,3112,2.28,1.01,4.49,1.9,2.26,0,125.9
Bicholi Hapsi,979,2,2,independent,classic,2661,0.97,0.41,1.93,0.74,1.3,1,46.23
Old Palasia,2019,3,2,independent,elite,3875,3.36,1.32,3.08,1.11,3.91,0,203.71
Super Corridor,2831,3,2,independent,elite,3359,6.2,1.43,4.01,1.23,4.75,0,274.0
Sukhliya,2816,4,3,independent,classic,2000,3.05,1.39,2.16,0.9,2.82,1,163.25
Sanwer Road,1381,3,2,independent,affordable,2086,1.1,0.53,1.72,0.78,0.29,0,63.47
Palasia Square,2303,2,3,independent,classic,2424,2.58,1.0,1.92,1.2,2.79,0,135.84
Bijalpur,1638,2,2,independent,classic,2607,2.95,0.86,1.78,0.76,2.14,0,99.7
Palasia Square,813,1,1,flat,classic,1879,0.29,0.1,0.59,0.42,0.76,1,27.76
Nihalpur Mundi,1399,2,2,independent,classic,2002,1.88,0.5,1.5,0.92,1.4,0,71.73
Bijalpur,2912,3,3,independent,classic,2092,2.04,1.49,1.59,0.7,3.05,1,189.09
Silicon City,747,2,2,flat,affordable,1809,0.37,0.14,0.56,0.36,0.14,0,24.31
Chandan Nagar,1432,2,3,flat,affordable,1632,0.44,0.33,0.21,0.27,0.23,0,50.17
Sanwer Road,1621,1,1,independent,affordable,1732,1.7,0.81,0.78,0.41,0.28,0,57.51
AB Bypass Road,2474,3,2,flat,premium,2353,1.56,0.57,0.67,0.36,2.91,0,100.58
Sukhliya,2341,2,2,independent,classic,2143,2.77,0.92,1.58,1.11,2.51,0,142.91
Annapurna Road,2099,1,1,independent,classic,1981,1.44,0.86,2.12,1.1,2.08,1,107.83
Rau,700,2,2,flat,classic,2202,0.29,0.12,0.57,0.24,0.77,1,20.12
Tejaji Nagar,846,1,2,independent,affordable,2399,0.93,0.38,0.9,0.66,0.2,0,39.41
Geeta Bhawan,1156,1,1,independent,classic,2637,2.0,0.55,2.29,0.78,1.52,0,76.84
Vijay Nagar,2158,1,2,flat,premium,2223,0.8,0.49,0.44,0.53,2.4,1,83.86
Bicholi Hapsi,1050,3,2,flat,classic,1747,0.41,0.2,0.4,0.33,0.92,1,26.8
Agrawal Nagar,1826,3,2,flat,classic,2248,1.01,0.41,0.58,0.48,2.05,0,69.82
Lasuriya Mori,1078,2,2,flat,classic,2178,0.45,0.26,0.71,0.44,1.17,0,43.31
Tejaji Nagar,1483,2,2,flat,affordable,1861,0.78,0.38,0.22,0.25,0.28,0,48.34
Saket Nagar,2293,3,2,independent,affordable,1622,1.76,1.06,1.52,0.89,0.37,1,95.22
Sukhliya,1322,2,2,flat,classic,2016,0.58,0.13,0.41,0.39,1.33,0,44.7
Nihalpur Mundi,1789,1,2,independent,classic,2421,2.44,0.88,1.58,0.77,2.17,0,110.94
South Tukoganj,3150,2,2,flat,elite,2261,1.87,1.03,0.92,0.78,3.56,1,178.13
MR 10,2258,4,3,independent,premium,3340,3.05,2.1,3.2,1.42,3.77,1,145.09
MR 11,2836,3,3,independent,classic,1943,1.87,1.26,1.88,1.04,2.76,1,189.08
Super Corridor,3106,2,3,flat,elite,3144,1.9,1.33,1.08,0.46,4.88,0,202.23
Bhawarkuan,1920,2,3,flat,classic,1879,0.9,0.47,0.66,0.48,1.8,0,80.41
Rangwasa,1763,2,3,independent,affordable,1807,1.95,0.61,1.74,0.74,0.32,0,83.56
Limbodi,1480,1,1,flat,affordable,1868,0.47,0.4,0.49,0.37,0.28,0,39.39
Bijalpur,1969,1,1,flat,classic,1509,0.64,0.41,0.37,0.48,1.49,1,76.28
Talawali Chanda,1650,3,2,independent,classic,2242,1.35,0.98,1.09,1.1,1.85,0,85.5
Banganga,1593,1,1,flat,affordable,1324,0.48,0.29,0.45,0.32,0.21,1,35.02
Old Palasia,3181,2,2,flat,elite,2224,1.62,0.78,0.84,0.42,3.54,0,168.86
Nipania,2847,2,2,flat,elite,2281,1.21,0.77,0.45,0.76,3.25,0,146.23
Gandhi Nagar,1050,3,3,flat,affordable,1689,0.52,0.14,0.5,0.26,0.18,0,34.53
Palhar Nagar,1162,2,2,flat,affordable,1371,0.21,0.12,0.3,0.28,0.16,0,33.66
Bicholi Mardana,3847,3,2,independent,premium,2952,3.64,1.78,2.88,1.16,5.68,1,222.76
Bhawrasla,738,2,3,flat,classic,1784,0.19,0.1,0.59,0.3,0.66,0,27.69
Scheme 54,1513,2,2,flat,classic,1531,0.58,0.19,0.65,0.41,1.16,0,57.46
Agrawal Nagar,1799,3,3,flat,classic,1594,0.53,0.19,0.68,0.46,1.43,0,67.65
Piplya Kumar,1161,2,2,independent,classic,2398,1.39,0.66,1.54,0.97,1.39,0,65.12
Bicholi Mardana,3637,3,2,independent,premium,3393,7.57,3.56,1.73,1.57,6.17,1,208.94
Pipliyahana,1683,2,3,flat,classic,1958,0.42,0.44,0.68,0.4,1.65,0,67.47
South Tukoganj,2834,2,2,independent,elite,3763,4.65,2.31,3.62,1.51,5.33,0,268.4
Talawali Chanda,1684,1,1,flat,classic,2159,0.48,0.39,0.74,0.44,1.82,0,65.08
Sukhliya,2339,1,1,independent,classic,2850,3.92,1.37,2.23,0.62,3.33,1,135.54
Tilak Nagar,960,2,2,independent,classic,2310,0.89,0.58,1.45,1.08,1.11,0,65.98
Mahalaxmi Nagar,1298,3,2,flat,premium,2224,0.3,0.22,0.62,0.47,1.44,0,67.73
Old Palasia,2582,4,4,independent,elite,3332,2.75,1.34,3.81,1.66,4.3,0,291.41
MR 10,2119,3,3,flat,premium,2085,0.63,0.55,0.75,0.29,2.21,0,91.31
Palasia Square,952,2,2,flat,classic,1707,0.48,0.15,0.7,0.39,0.81,0,44.33
Gandhi Nagar,1339,2,3,flat,affordable,1569,0.6,0.31,0.47,0.25,0.21,0,44.88
Bijalpur,2686,2,2,independent,classic,2761,5.17,2.12,2.03,0.7,3.71,1,158.28
Piplya Kumar,2280,3,2,independent,classic,2711,2.67,1.09,1.31,0.97,3.09,1,133.96
Mahalaxmi Nagar,1050,3,3,flat,premium,2038,0.27,0.14,0.79,0.47,1.07,0,59.03
Bhawrasla,1921,2,2,independent,classic,2017,1.79,0.61,2.02,0.78,1.94,0,137.77
Pipliyahana,1050,3,2,flat,classic,1633,0.27,0.11,0.69,0.22,0.86,1,38.45
Palasia Square,2559,2,2,independent,classic,2481,2.89,1.05,1.46,1.14,3.17,0,146.22
Manglia,1050,3,2,flat,affordable,1588,0.36,0.2,0.36,0.32,0.17,0,31.04
Bhawrasla,1875,3,3,flat,classic,2297,1.2,0.22,0.72,0.48,2.15,0,68.35
Annapurna Road,1667,2,3,flat,classic,2171,0.49,0.4,0.49,0.34,1.81,0,61.61
Sneh Nagar,1480,4,3,flat,classic,1848,0.61,0.32,0.63,0.42,1.37,0,50.94
Banganga,1230,2,2,flat,affordable,1839,0.57,0.28,0.28,0.36,0.23,1,35.18
MR 11,1050,3,3,flat,classic,2055,0.44,0.3,0.69,0.44,1.08,0,45.14
Scheme 78,1325,2,2,independent,affordable,1918,1.73,0.71,1.65,0.57,0.25,0,66.65
South Tukoganj,3083,3,2,independent,elite,3013,2.81,2.01,2.03,1.68,4.64,1,243.76
Talawali Chanda,2633,2,2,independent,classic,2434,3.73,1.63,1.54,0.83,3.2,0,150.37
Aerodrome Road,1050,3,2,flat,classic,1655,0.32,0.18,0.32,0.38,0.87,1,36.34
Bhawarkuan,1061,2,2,flat,classic,2029,0.5,0.29,0.66,0.33,1.08,0,37.26
Limbodi,2488,2,2,independent,affordable,1683,1.71,1.02,0.86,0.76,0.42,0,94.4
Bhawarkuan,1400,4,3,flat,classic,1755,0.66,0.18,0.35,0.2,1.23,1,47.57
New Palasia,4475,5,4,independent,elite,3995,5.79,2.69,3.53,1.3,8.94,1,357.11
Aerodrome Road,965,2,2,independent,classic,2341,0.89,0.48,2.31,1.1,1.13,0,60.8
MG Road,2413,3,3,flat,premium,2263,1.52,0.58,0.74,0.43,2.73,1,102.75
Aerodrome Road,1650,2,2,independent,classic,2699,2.3,1.26,2.46,0.69,2.23,0,98.97
MR 10,2140,3,2,flat,premium,2414,1.29,0.42,0.51,0.54,2.58,1,83.68
Chandan Nagar,705,2,2,independent,affordable,2225,0.82,0.34,1.25,0.8,0.16,0,36.62
Annapurna Road,1067,2,3,flat,classic,2164,0.68,0.2,0.41,0.38,1.15,0,36.81
Mahalaxmi Nagar,1207,3,2,flat,premium,1803,0.44,0.19,0.98,0.31,1.09,0,59.0
Bhawarkuan,716,2,2,flat,classic,1860,0.2,0.07,0.56,0.38,0.67,0,28.87
Bhawrasla,1745,2,3,flat,classic,1861,0.81,0.46,0.28,0.36,1.62,1,58.8
Sukhliya,1865,3,2,flat,classic,1791,0.42,0.2,0.46,0.5,1.67,0,71.52
Agrawal Nagar,1050,3,2,flat,classic,2232,0.62,0.29,0.32,0.4,1.17,0,43.19
Limbodi,1049,1,1,flat,affordable,1633,0.26,0.09,0.29,0.32,0.17,0,32.11
AB Road,1626,2,2,independent,premium,2959,1.56,0.92,3.33,1.08,2.41,0,126.8
Tejaji Nagar,866,2,2,flat,affordable,1381,0.24,0.17,0.39,0.37,0.12,1,25.17
Janki Nagar,2238,4,3,independent,premium,2967,4.38,1.96,2.7,1.41,3.32,1,139.0
Scheme 78,764,1,1,flat,affordable,1331,0.28,0.07,0.55,0.17,0.1,0,20.34
Rangwasa,1436,2,2,flat,affordable,1855,0.29,0.27,0.34,0.31,0.27,1,33.83
Tilak Nagar,1563,2,3,flat,classic,1538,0.27,0.3,0.42,0.32,1.2,0,55.86
Manglia,1108,2,2,independent,affordable,2311,1.74,0.67,1.5,0.52,0.26,1,38.19
Rau Pithampur Road,542,1,2,flat,affordable,1277,0.17,0.06,0.21,0.38,0.07,1,16.08
