location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
Marathahalli,2649,3,3,flat,premium,3023,1.15,0.54,0.52,0.41,4.0,0,195.21
Banashankari,2794,2,2,independent,mid,2964,3.94,1.42,1.43,0.84,4.14,0,250.75
Jigani,1980,3,2,independent,affordable,1889,1.58,0.66,2.02,0.68,0.37,0,102.09
Hoskote,1852,1,2,independent,affordable,2406,2.8,0.98,0.98,0.94,0.45,1,67.05
Hoodi,1159,3,2,flat,mid,1851,0.42,0.3,0.85,0.43,1.07,0,72.97
Electronic City,2193,2,2,independent,mid,2612,2.41,1.34,1.49,1.2,2.86,0,199.14
Bannerghatta Road,3158,5,4,independent,premium,3273,3.3,1.66,4.2,1.59,5.17,1,299.22
Attibele,714,1,2,flat,affordable,1378,0.14,0.12,0.34,0.42,0.1,1,21.53
Kengeri,2782,2,2,independent,mid,2344,2.68,1.41,2.02,1.19,3.26,0,281.91
Nelamangala,1148,1,1,flat,affordable,1728,0.48,0.1,0.32,0.5,0.2,0,39.54
Hebbal,1518,4,3,independent,premium,2688,1.53,0.63,3.62,1.26,2.04,0,216.09
Yelahanka,519,1,1,flat,mid,2399,0.26,0.17,1.05,0.28,0.62,1,30.65
Ramamurthy Nagar,1398,2,3,flat,affordable,1325,0.27,0.22,0.69,0.37,0.19,1,51.75
Ramamurthy Nagar,1982,2,2,independent,affordable,1886,1.82,0.68,1.52,0.8,0.37,0,120.16
Hennur,1400,4,3,flat,premium,2317,0.37,0.17,1.38,0.48,1.62,0,117.99
Nelamangala,1066,1,1,independent,affordable,1727,0.81,0.45,1.49,0.51,0.18,1,58.51
Basavanagudi,2145,4,3,flat,ultra_premium,2560,0.85,0.8,1.74,0.61,2.75,1,205.72
Bellandur,2123,2,2,flat,premium,2025,1.26,0.41,0.91,0.43,2.15,1,176.15
Mysore Road,1608,3,2,flat,mid,1735,0.47,0.3,0.46,0.29,1.4,0,106.64
Thanisandra,1160,2,3,flat,premium,2038,0.48,0.29,0.62,0.41,1.18,1,64.96
Marathahalli,2596,2,2,flat,premium,2667,1.25,0.64,0.73,0.53,3.46,0,219.83
Koramangala,2228,4,3,flat,ultra_premium,2819,1.82,0.8,0.74,0.96,3.14,0,401.89
Bellandur,1360,3,2,independent,premium,2589,1.98,0.99,3.36,1.22,1.76,0,213.41
Bellandur,3970,5,4,independent,premium,3728,6.61,3.56,3.44,1.23,7.4,0,543.21
Mysore Road,1573,2,2,flat,mid,2385,0.59,0.22,0.6,0.29,1.88,1,91.38
JP Nagar,1370,3,3,independent,premium,3538,1.51,1.18,2.18,1.75,2.42,0,147.89
Bannerghatta Road,1400,4,3,flat,premium,2127,0.88,0.37,1.35,0.32,1.49,0,136.46
Koramangala,2768,5,4,flat,ultra_premium,2834,1.41,1.09,0.78,0.71,3.92,1,408.11
BTM Layout,924,2,2,flat,premium,2662,0.28,0.16,0.68,0.62,1.23,0,74.0
Yelahanka,700,2,2,flat,mid,2042,0.31,0.11,0.93,0.43,0.71,1,43.24
Indiranagar,3349,5,5,independent,ultra_premium,3071,5.18,2.14,3.89,2.49,5.14,0,730.84
JP Nagar,2208,3,3,flat,premium,2997,1.12,0.6,1.39,0.55,3.31,0,167.26
Kengeri,1152,2,3,flat,mid,2004,0.28,0.23,0.72,0.43,1.15,0,70.3
TC Palaya,700,2,2,flat,affordable,1777,0.15,0.18,0.75,0.27,0.12,0,29.0
Yelahanka,1360,2,2,independent,mid,2037,1.59,0.62,3.02,1.25,1.39,1,107.02
Bagalur,706,1,1,independent,affordable,2347,0.75,0.41,1.33,0.96,0.17,0,44.84
Malleshwaram,2122,2,2,flat,premium,2642,1.34,0.78,0.65,0.41,2.8,1,210.79
Marathahalli,2510,3,2,flat,premium,2132,1.13,0.4,1.48,0.7,2.68,0,191.1
JP Nagar,2006,2,2,flat,premium,2243,1.28,0.61,0.7,0.74,2.25,1,120.69
KR Puram,1446,3,3,flat,mid,2434,0.95,0.47,0.46,0.53,1.76,0,96.39
Frazer Town,2763,4,3,flat,ultra_premium,2807,1.93,0.43,1.62,0.52,3.88,0,314.98
Varthur,2359,3,2,independent,mid,2109,3.34,1.21,1.62,1.05,2.49,1,188.34
HSR Layout,2278,4,3,independent,premium,3302,2.85,1.7,2.22,1.5,3.76,0,320.72
Whitefield,1835,4,4,independent,premium,2516,2.54,0.98,4.12,1.13,2.31,0,349.21
Indiranagar,2116,5,4,independent,ultra_premium,4129,3.29,1.59,3.95,2.18,4.37,0,521.29
Koramangala,1830,4,3,flat,ultra_premium,3633,0.97,0.38,0.95,0.5,3.32,0,301.85
Nelamangala,659,1,1,independent,affordable,2151,0.63,0.23,1.43,0.78,0.14,0,34.53
HSR Layout,2628,3,2,flat,premium,2541,0.68,0.71,1.16,0.6,3.34,0,288.12
Kengeri,2193,2,3,independent,mid,2006,2.44,1.23,2.75,0.89,2.2,0,231.76
Bannerghatta Road,1749,3,2,independent,premium,3868,3.67,1.79,3.8,1.5,3.38,0,267.75
Hennur,3694,3,2,independent,premium,3658,5.01,2.54,2.07,1.14,6.76,0,369.8
KR Puram,1530,2,2,flat,mid,1850,0.49,0.32,0.73,0.43,1.42,0,98.27
Sarjapur Road,2597,5,4,independent,premium,2751,4.19,1.88,2.04,1.68,3.57,0,389.52
Bannerghatta Road,1875,3,2,flat,premium,2361,1.03,0.53,1.2,0.64,2.21,0,141.8
Kengeri,1896,3,2,independent,mid,2391,2.17,1.21,2.64,0.85,2.27,0,180.0
Koramangala,2660,4,3,independent,ultra_premium,4073,7.26,2.01,4.78,1.89,5.42,0,798.27
TC Palaya,906,2,2,flat,affordable,1425,0.21,0.15,0.59,0.46,0.13,0,37.56
KR Puram,1982,1,1,flat,mid,2068,1.22,0.54,1.12,0.47,2.05,0,94.43
Mysore Road,2071,3,3,flat,mid,2440,0.83,0.5,0.5,0.58,2.53,1,107.82
HSR Layout,2139,3,3,flat,premium,2338,0.98,0.47,0.62,0.51,2.5,1,216.29
Attibele,1050,3,2,independent,affordable,1778,1.17,0.33,1.44,0.51,0.19,0,70.75
JP Nagar,2342,3,2,flat,premium,2549,1.25,0.36,1.49,0.42,2.98,1,166.11
Nelamangala,987,2,3,flat,affordable,1868,0.3,0.17,0.55,0.46,0.18,0,33.98
Chandapura,1384,2,2,independent,affordable,2335,2.02,0.53,1.65,0.72,0.32,0,79.86
Bannerghatta Road,1400,4,3,independent,premium,3985,2.92,0.87,3.39,1.29,2.79,1,129.01
Bannerghatta Road,2255,3,2,independent,premium,2554,2.57,1.28,2.3,1.01,2.88,0,329.0
Whitefield,2843,2,3,independent,premium,3489,6.59,2.95,2.33,1.02,4.96,1,323.33
Electronic City,2565,3,3,independent,mid,2053,1.91,0.85,1.22,0.84,2.63,0,240.34
Hebbal,2595,4,3,flat,premium,2667,1.65,1.02,0.58,0.75,3.46,1,264.75
Mysore Road,1560,2,3,independent,mid,2862,1.43,1.19,2.35,1.12,2.23,0,158.66
Marathahalli,1781,3,3,independent,premium,3955,4.17,1.32,3.76,1.42,3.52,1,137.16
BTM Layout,1400,4,4,flat,premium,2354,0.82,0.43,0.7,0.45,1.65,0,119.78
Whitefield,1408,4,4,independent,premium,3898,3.23,1.45,2.05,1.36,2.74,1,211.12
Mysore Road,2420,2,2,independent,mid,2824,2.58,1.46,2.64,1.3,3.42,0,181.57
Banashankari,1457,3,3,flat,mid,2260,0.46,0.26,1.16,0.28,1.65,0,119.52
Hoodi,1944,3,3,flat,mid,1996,0.61,0.49,0.49,0.57,1.94,0,123.54
Rajarajeshwari Nagar,2063,3,2,flat,mid,2414,1.3,0.37,0.66,0.37,2.49,0,116.55
Bagalur,1089,2,2,flat,affordable,1725,0.51,0.23,0.43,0.5,0.19,0,49.76
Bellandur,1750,5,4,independent,premium,2952,1.59,1.46,2.41,1.74,2.58,0,278.92
Jayanagar,2858,5,4,flat,ultra_premium,3378,2.01,0.57,0.67,0.46,4.83,0,394.5
Ramamurthy Nagar,1050,3,2,flat,affordable,1674,0.28,0.18,0.67,0.37,0.18,0,47.7
Ulsoor,1973,4,3,independent,ultra_premium,3868,3.38,1.74,3.41,2.09,3.82,0,302.16
Jayanagar,2765,5,5,independent,ultra_premium,4440,5.09,3.46,2.65,1.5,6.14,0,722.42
Rajajinagar,3101,4,3,flat,ultra_premium,3509,1.26,1.58,1.61,0.88,5.44,0,557.35
Ramamurthy Nagar,850,2,2,independent,affordable,1961,0.57,0.49,1.2,0.78,0.17,1,47.64
Indiranagar,2050,3,2,independent,ultra_premium,3549,3.92,1.83,3.83,1.78,3.64,0,403.82
Varthur,1699,2,2,independent,mid,3109,3.16,1.1,1.98,1.02,2.64,0,166.05
Tumkur Road,2265,3,2,independent,mid,2498,1.84,1.09,2.68,0.84,2.83,1,108.19
Hebbal,3562,4,3,independent,premium,3730,8.66,3.7,2.81,1.32,6.64,1,379.13
Varthur,2500,1,1,independent,mid,2936,2.39,1.5,3.4,0.91,3.67,0,277.25
Horamavu,737,1,1,flat,mid,1608,0.29,0.18,0.72,0.59,0.59,1,30.92
Rajajinagar,3822,5,4,independent,ultra_premium,3366,8.11,2.48,5.28,2.46,6.43,0,786.0
Kengeri,1400,4,3,independent,mid,2385,2.09,0.85,3.33,1.17,1.67,0,128.07
MG Road,2035,3,2,independent,ultra_premium,4043,5.68,2.17,2.99,1.82,4.11,0,563.91
Attibele,1556,2,3,independent,affordable,2154,2.34,0.55,1.94,0.96,0.34,0,93.22
Hennur,3042,4,3,independent,premium,3912,8.11,3.36,3.32,1.48,5.95,0,343.3
Rajajinagar,1050,3,2,flat,ultra_premium,3223,0.58,0.49,1.36,0.48,1.69,0,184.71
Ulsoor,4036,5,5,independent,ultra_premium,4659,8.27,4.02,2.88,1.36,9.4,0,798.95
Bagalur,999,2,3,independent,affordable,2074,1.4,0.62,1.73,0.68,0.21,0,81.57
MG Road,1564,4,3,independent,ultra_premium,3755,3.96,1.48,2.85,1.25,2.94,0,363.17
Bagalur,1738,3,2,flat,affordable,1634,0.57,0.41,0.62,0.42,0.28,0,98.51
Basavanagudi,1750,5,5,flat,ultra_premium,2686,0.58,0.57,0.82,0.6,2.35,0,225.94
Varthur,2846,3,2,independent,mid,3177,6.24,2.4,3.4,1.29,4.52,0,322.26
Devanahalli,1306,2,3,independent,affordable,1768,0.82,0.42,1.58,0.96,0.23,1,71.29
Banashankari,2984,3,2,independent,mid,2331,3.28,1.55,2.78,1.22,3.48,0,335.84
HSR Layout,1443,3,2,flat,premium,2725,1.04,0.36,0.78,0.43,1.97,0,162.89
KR Puram,2120,3,2,flat,mid,1710,0.91,0.4,0.89,0.33,1.81,0,117.04
Devanahalli,1017,1,1,flat,affordable,1720,0.34,0.12,0.63,0.3,0.17,0,39.84
Bagalur,792,2,2,flat,affordable,1588,0.19,0.07,0.39,0.31,0.13,1,32.34
Electronic City,1400,4,3,flat,mid,2247,0.39,0.38,0.76,0.53,1.57,0,83.3
Rajarajeshwari Nagar,1244,2,2,independent,mid,2137,1.49,0.58,1.7,0.88,1.33,0,98.52
MG Road,2777,5,4,independent,ultra_premium,3171,2.79,2.2,4.97,2.22,4.4,0,655.73
Frazer Town,1264,3,2,flat,ultra_premium,3948,1.41,0.5,1.55,0.48,2.5,0,156.83
Whitefield,2251,3,3,flat,premium,2704,1.37,0.7,0.57,0.62,3.04,0,213.44
Rajajinagar,2901,4,3,flat,ultra_premium,2614,1.35,0.99,1.68,0.52,3.79,1,421.94
Hebbal,2927,3,2,independent,premium,3289,5.94,1.61,4.3,1.64,4.81,1,476.97
BTM Layout,935,2,2,flat,premium,3056,0.32,0.39,0.89,0.48,1.43,0,70.68
TC Palaya,1101,3,3,independent,affordable,1730,1.32,0.51,1.81,0.57,0.19,0,71.31
Koramangala,2215,5,5,flat,ultra_premium,3454,1.15,0.83,1.77,0.69,3.83,0,377.39
Chandapura,1321,2,2,independent,affordable,2224,1.47,0.53,2.04,0.5,0.29,0,90.65
Tumkur Road,2829,3,2,independent,mid,2051,3.58,1.43,3.04,0.88,2.9,1,162.58
Hoskote,1636,1,1,independent,affordable,1838,1.32,0.52,1.33,0.8,0.3,0,116.03
Jayanagar,2294,4,3,flat,ultra_premium,2512,1.66,0.42,0.73,0.86,2.88,0,332.52
MG Road,2859,3,3,flat,ultra_premium,3057,1.62,1.18,0.92,0.49,4.37,0,498.03
Thanisandra,1662,2,3,flat,premium,2895,0.72,0.59,1.25,0.5,2.41,1,138.85
Banashankari,2143,3,2,flat,mid,2113,1.09,0.42,0.47,0.59,2.26,0,166.93
Hebbal,1050,3,2,flat,premium,3168,0.52,0.46,1.38,0.68,1.66,0,96.63
TC Palaya,1896,1,2,independent,affordable,2034,1.19,1.02,1.08,0.93,0.39,1,86.24
Thanisandra,1050,3,2,flat,premium,2974,0.38,0.19,1.09,0.47,1.56,1,90.92
Vidyaranyapura,1704,3,3,flat,mid,1720,0.42,0.41,1.1,0.26,1.47,0,107.26
Frazer Town,4741,4,4,independent,ultra_premium,4704,9.87,4.22,5.34,2.14,11.15,1,776.65
BTM Layout,1050,3,2,flat,premium,2248,0.5,0.14,0.79,0.4,1.18,0,85.18
Jayanagar,3441,3,2,flat,ultra_premium,3006,2.98,1.07,1.48,0.95,5.17,0,533.88
Bellandur,1917,4,3,flat,premium,2316,0.63,0.49,0.59,0.33,2.22,0,186.14
Bagalur,1050,3,2,flat,affordable,1723,0.2,0.22,0.53,0.42,0.18,0,52.88
Yelahanka,2702,2,2,independent,mid,2201,2.08,1.6,2.34,1.1,2.97,1,201.64
Whitefield,772,2,2,flat,premium,2110,0.27,0.15,0.78,0.59,0.81,1,44.04
HSR Layout,2111,2,2,flat,premium,2999,1.09,0.45,0.89,0.67,3.16,0,258.79
BTM Layout,1416,4,3,independent,premium,2667,2.17,0.74,2.2,1.28,1.89,0,182.52
Indiranagar,3043,3,2,flat,ultra_premium,3802,1.57,1.38,1.61,0.97,5.79,0,513.54
Frazer Town,4508,4,3,independent,ultra_premium,3712,6.21,4.26,4.35,1.83,8.37,0,731.51
Rajajinagar,1360,3,2,independent,ultra_premium,3791,3.02,0.99,3.59,1.45,2.58,1,377.21
Jayanagar,3290,3,2,flat,ultra_premium,2524,2.04,0.68,1.4,0.73,4.15,1,341.21
Horamavu,1732,3,2,flat,mid,2050,0.94,0.51,0.93,0.36,1.78,0,100.75
Electronic City,2023,3,2,flat,mid,1612,0.68,0.19,0.63,0.28,1.63,0,143.61
Attibele,1313,2,2,independent,affordable,2391,1.11,0.59,1.49,0.48,0.31,1,58.16
Ulsoor,4707,5,4,independent,ultra_premium,4803,11.82,6.34,5.0,2.28,11.3,0,716.06
Sarjapur Road,1913,2,3,flat,premium,3135,1.71,0.4,0.91,0.72,3.0,0,117.97
Yelahanka,1886,3,2,independent,mid,2738,3.03,0.82,2.73,0.65,2.58,1,146.15
Chandapura,1194,1,1,flat,affordable,1846,0.23,0.22,0.73,0.23,0.22,0,33.78
Bannerghatta Road,1050,3,2,flat,premium,2268,0.53,0.14,0.97,0.52,1.19,0,71.67
Jigani,1494,2,2,independent,affordable,1683,0.76,0.65,1.27,0.79,0.25,1,76.43
Attibele,1050,3,2,independent,affordable,2476,0.83,0.51,2.12,0.99,0.26,0,50.72
Hebbal,1000,1,1,flat,premium,3157,0.41,0.16,1.37,0.4,1.58,1,85.63
Thanisandra,3904,3,3,independent,premium,3534,9.55,4.07,2.23,1.06,6.9,0,416.27
Mysore Road,2085,3,2,flat,mid,1931,0.52,0.5,0.44,0.36,2.01,0,124.31
BTM Layout,2214,4,3,independent,premium,3234,4.14,1.19,2.99,1.63,3.58,0,354.79
Hennur,1308,2,2,flat,premium,2384,0.75,0.19,1.33,0.68,1.56,1,83.66
Attibele,2202,2,2,independent,affordable,2214,1.71,0.99,1.92,0.58,0.49,0,118.93
Rajajinagar,4948,4,3,independent,ultra_premium,3806,12.96,5.46,4.72,1.56,9.41,1,1310.0
MG Road,2949,2,2,flat,ultra_premium,3704,2.34,1.11,0.95,0.96,5.46,0,362.49
Marathahalli,1732,3,3,independent,premium,3971,3.84,1.93,3.42,1.52,3.44,0,244.07
Devanahalli,854,1,1,flat,affordable,1321,0.34,0.14,0.51,0.26,0.11,1,33.5
Ramamurthy Nagar,834,2,2,flat,affordable,1524,0.26,0.12,0.69,0.22,0.13,0,46.19
Jigani,1555,2,2,independent,affordable,2109,1.27,0.79,1.1,0.51,0.33,0,74.15
Mysore Road,2005,3,3,flat,mid,1755,0.76,0.41,0.93,0.29,1.76,1,108.85
Mysore Road,1500,4,3,independent,mid,2282,1.64,0.92,2.23,1.36,1.71,1,121.92
Indiranagar,1750,5,4,flat,ultra_premium,3824,1.36,0.94,1.29,0.8,3.35,0,244.97
Rajarajeshwari Nagar,1050,3,3,flat,mid,1965,0.6,0.24,0.65,0.39,1.03,0,62.59
Indiranagar,4538,4,3,independent,ultra_premium,3456,10.83,3.92,2.53,1.53,7.84,1,1101.33
Indiranagar,1400,4,3,flat,ultra_premium,3210,0.5,0.26,1.62,0.99,2.25,0,278.01
Tumkur Road,1152,3,3,independent,mid,2897,1.37,0.84,2.82,1.28,1.67,0,101.7
Bagalur,1446,1,1,independent,affordable,1794,0.84,0.41,1.42,0.9,0.26,0,83.89
Vidyaranyapura,2165,2,2,flat,mid,1670,0.77,0.25,0.95,0.46,1.81,0,152.82
Mysore Road,898,2,2,flat,mid,2302,0.42,0.3,0.78,0.49,1.03,0,50.12
Yelahanka,700,2,2,flat,mid,1781,0.21,0.08,0.53,0.27,0.62,0,37.31
Nelamangala,2203,2,2,independent,affordable,2333,3.18,1.11,1.1,0.68,0.51,0,114.87
Mysore Road,1554,1,2,independent,mid,2056,1.89,0.67,3.42,1.05,1.6,0,147.81
Vidyaranyapura,1761,3,2,independent,mid,2678,2.1,1.16,1.26,0.9,2.36,0,170.34
Horamavu,1947,2,2,independent,mid,2805,3.15,0.94,2.43,1.09,2.73,1,143.5
Ramamurthy Nagar,1050,3,3,independent,affordable,1842,1.14,0.31,1.09,0.67,0.19,0,82.48
Sarjapur Road,2473,4,3,independent,premium,2786,2.11,1.47,2.03,0.98,3.45,1,273.73
Hoodi,1801,2,2,independent,mid,2913,1.95,1.25,3.36,1.09,2.62,0,206.21
BTM Layout,2077,3,2,independent,premium,3403,3.84,1.47,2.94,1.65,3.53,0,288.53
Devanahalli,1473,2,2,independent,affordable,2124,1.94,0.56,1.21,0.5,0.31,1,92.78
Kengeri,2940,2,2,independent,mid,2905,3.21,2.49,1.99,0.84,4.27,0,248.92
Basavanagudi,3441,2,3,flat,ultra_premium,3756,1.91,0.9,1.21,0.86,6.46,1,291.8
Rajarajeshwari Nagar,1570,3,2,flat,mid,2231,0.41,0.44,0.54,0.33,1.75,0,96.65
Vidyaranyapura,1050,3,2,flat,mid,1992,0.51,0.16,0.76,0.56,1.05,0,66.9
Hennur,1109,3,2,independent,premium,2690,1.98,0.71,3.79,0.93,1.49,1,125.31
Ramamurthy Nagar,1067,1,1,flat,affordable,1808,0.58,0.22,0.51,0.46,0.19,0,38.48
Devanahalli,1050,3,2,independent,affordable,2323,1.52,0.41,1.72,0.97,0.24,0,80.25
Devanahalli,1289,3,2,flat,affordable,1662,0.51,0.25,0.75,0.34,0.21,1,53.32
Mysore Road,997,1,1,independent,mid,2496,1.05,0.7,2.46,1.06,1.24,0,83.9
Jayanagar,1932,4,4,flat,ultra_premium,3095,1.14,0.55,1.48,0.48,2.99,1,198.06
Whitefield,1288,3,2,flat,premium,2264,0.55,0.37,1.28,0.53,1.46,0,152.36
Yelahanka,1972,2,3,independent,mid,3104,3.7,1.43,1.78,0.69,3.06,0,182.45
Indiranagar,2408,2,2,flat,ultra_premium,3445,1.19,0.84,1.32,0.72,4.15,1,412.73
Marathahalli,1416,2,3,independent,premium,3654,2.22,1.43,4.05,1.5,2.59,0,142.57
Hoskote,1072,2,2,flat,affordable,1361,0.19,0.2,0.68,0.31,0.15,0,44.17
Jigani,1312,2,2,independent,affordable,2354,1.59,0.84,1.99,0.69,0.31,0,68.64
Yelahanka,2330,3,2,independent,mid,2537,2.91,1.72,2.82,0.81,2.96,0,248.71
Varthur,2633,1,1,independent,mid,2899,3.04,1.51,1.91,0.89,3.82,0,282.68
Tumkur Road,3190,3,2,independent,mid,3153,6.99,2.91,3.37,1.09,5.03,0,230.12
Indiranagar,4912,3,3,independent,ultra_premium,4066,8.58,3.99,4.51,2.49,9.99,0,1379.4
Koramangala,2747,3,3,flat,ultra_premium,3237,1.73,0.6,1.12,0.64,4.45,0,365.69
Chandapura,1283,1,1,independent,affordable,2317,1.83,0.54,1.87,0.77,0.3,1,53.38
Yelahanka,2410,3,2,independent,mid,3027,3.64,2.15,2.36,0.82,3.65,1,206.24
Ulsoor,4540,4,3,independent,ultra_premium,3144,5.75,3.67,3.94,1.72,7.14,1,795.69
JP Nagar,1400,4,3,flat,premium,3179,0.75,0.39,1.11,0.44,2.23,0,112.38
Electronic City,1050,3,2,flat,mid,2034,0.63,0.29,0.76,0.52,1.07,1,52.51
Chandapura,1258,2,2,flat,affordable,1986,0.29,0.33,0.49,0.24,0.25,0,50.0
Bannerghatta Road,2621,3,2,independent,premium,3716,4.21,1.71,2.36,1.46,4.87,1,313.16
Ulsoor,2386,5,4,independent,ultra_premium,3651,2.94,2.58,3.36,1.75,4.36,0,476.23
Malleshwaram,3336,3,2,independent,premium,3434,3.95,2.26,2.93,1.04,5.73,0,497.22
Basavanagudi,2998,5,4,flat,ultra_premium,3256,2.59,0.98,1.34,0.69,4.88,0,440.03
Varthur,2771,3,3,independent,mid,2256,2.78,1.38,2.59,1.13,3.13,0,298.35
Tumkur Road,1448,2,2,independent,mid,2641,2.55,1.12,1.73,0.72,1.91,0,90.03
Banashankari,1640,2,3,independent,mid,2170,2.2,1.04,3.25,1.2,1.78,1,143.8
Frazer Town,3958,5,4,independent,ultra_premium,4977,9.58,3.13,3.29,1.77,9.85,1,681.48
Indiranagar,3538,4,4,independent,ultra_premium,4650,8.2,3.42,3.85,1.5,8.23,0,1070.74
Whitefield,2095,3,3,flat,premium,2534,0.58,0.27,1.42,0.36,2.65,0,205.88
Rajarajeshwari Nagar,1725,2,2,flat,mid,1679,0.86,0.21,0.91,0.35,1.45,0,81.67
Ramamurthy Nagar,700,2,2,flat,affordable,1555,0.2,0.06,0.59,0.24,0.11,1,29.5
Mysore Road,1181,2,3,flat,mid,1719,0.45,0.25,0.79,0.34,1.02,0,65.26
Malleshwaram,1050,3,2,flat,premium,2389,0.5,0.28,0.73,0.66,1.25,0,128.44
Frazer Town,2453,5,5,flat,ultra_premium,3111,2.27,0.42,0.77,0.43,3.82,0,268.17
JP Nagar,3357,4,3,independent,premium,2986,5.05,2.52,3.39,1.42,5.01,1,400.51
Malleshwaram,3609,4,4,independent,premium,3552,7.62,3.2,3.28,1.69,6.41,0,573.67
Rajarajeshwari Nagar,3105,2,3,independent,mid,2876,5.17,2.36,2.25,0.74,4.47,0,259.69
Hoskote,1646,2,2,flat,affordable,1765,0.71,0.23,0.43,0.38,0.29,1,63.0
JP Nagar,2499,3,2,flat,premium,2261,1.68,0.76,1.29,0.47,2.82,0,220.46
Hoodi,2041,3,2,flat,mid,2240,1.28,0.34,1.15,0.27,2.29,0,167.76
Kengeri,827,2,3,flat,mid,1990,0.4,0.16,0.77,0.48,0.82,1,29.92
Rajarajeshwari Nagar,1593,4,4,flat,mid,1607,0.55,0.29,0.64,0.5,1.28,0,94.95
Yelahanka,2032,3,3,flat,mid,1671,0.74,0.48,0.41,0.47,1.7,0,161.4
Nelamangala,700,2,2,flat,affordable,1666,0.29,0.13,0.52,0.21,0.12,1,16.24
Jayanagar,2469,4,3,independent,ultra_premium,3107,4.5,1.7,5.05,1.7,3.84,1,401.8
Varthur,2087,3,2,independent,mid,2571,3.09,0.96,3.46,1.12,2.68,0,214.96
Marathahalli,889,2,2,flat,premium,3021,0.27,0.14,1.1,0.49,1.34,0,71.35
Devanahalli,1413,3,2,independent,affordable,1819,1.43,0.59,1.3,0.81,0.26,0,96.04
Marathahalli,929,2,2,flat,premium,2589,0.28,0.13,0.97,0.5,1.2,1,60.02
MG Road,2501,5,4,independent,ultra_premium,4098,5.67,2.42,4.59,1.21,5.12,1,498.66
Basavanagudi,4064,4,3,independent,ultra_premium,4325,9.56,5.05,2.97,2.18,8.79,0,683.91
Whitefield,2192,4,3,flat,premium,2698,1.24,0.43,0.93,0.63,2.96,0,156.58
Attibele,1327,2,2,flat,affordable,1850,0.56,0.24,0.58,0.35,0.25,1,31.97
Hoodi,1485,1,1,flat,mid,2344,0.47,0.32,1.02,0.59,1.74,0,125.3
Frazer Town,2513,5,4,independent,ultra_premium,4329,5.23,3.0,5.38,2.21,5.44,0,486.11
Marathahalli,1050,3,3,flat,premium,2219,0.68,0.31,0.89,0.62,1.17,0,67.82
JP Nagar,1631,4,3,flat,premium,3119,1.49,0.32,0.66,0.64,2.54,0,159.16
Vidyaranyapura,1118,2,2,independent,mid,2430,1.62,0.58,1.77,0.94,1.36,0,92.29
Attibele,535,1,1,flat,affordable,1431,0.21,0.05,0.73,0.23,0.08,0,14.47
Ramamurthy Nagar,811,1,2,flat,affordable,1384,0.2,0.08,0.41,0.24,0.11,0,44.45
Bellandur,1075,2,2,flat,premium,2929,0.83,0.31,0.71,0.67,1.57,0,101.84
TC Palaya,1304,2,2,independent,affordable,2297,1.85,0.78,1.54,0.81,0.3,0,77.8
Marathahalli,1365,3,2,flat,premium,2371,0.9,0.26,1.25,0.8,1.62,0,97.2
Hoskote,2181,1,1,independent,affordable,2399,3.36,0.92,2.08,0.83,0.52,0,130.78
TC Palaya,1375,2,3,flat,affordable,1439,0.23,0.16,0.67,0.35,0.2,0,47.67
Banashankari,2786,1,1,independent,mid,2831,3.05,2.24,2.74,1.29,3.94,0,299.21
Hoskote,2112,2,2,independent,affordable,2319,2.56,1.06,1.06,0.5,0.49,1,84.43
Devanahalli,998,2,2,flat,affordable,1496,0.22,0.09,0.79,0.22,0.15,0,35.61
Hoskote,1766,1,1,flat,affordable,1316,0.29,0.31,0.72,0.32,0.23,0,75.07
Ulsoor,1564,4,3,independent,ultra_premium,3110,3.19,1.24,3.15,1.44,2.43,0,338.7
Ramamurthy Nagar,877,2,2,independent,affordable,1930,0.92,0.44,1.14,0.65,0.17,1,62.91
Whitefield,2418,3,2,flat,premium,2464,1.37,0.32,0.55,0.53,2.98,0,281.69
KR Puram,939,2,2,flat,mid,1929,0.18,0.2,1.05,0.26,0.91,1,50.49
Yelahanka,1399,2,2,independent,mid,2152,1.46,0.78,3.12,1.04,1.5,0,113.71
Basavanagudi,4640,4,4,independent,ultra_premium,4559,10.77,5.21,4.86,1.73,10.58,1,853.17
Koramangala,1449,3,2,independent,ultra_premium,3545,3.38,1.18,4.9,2.47,2.57,0,420.7
Marathahalli,740,2,2,flat,premium,2367,0.49,0.21,1.17,0.7,0.88,1,46.08
Nelamangala,1890,2,3,independent,affordable,2369,2.88,1.28,0.81,0.61,0.45,1,84.77
Bellandur,2663,2,2,flat,premium,3016,1.49,0.84,0.73,0.67,4.02,0,237.79
Jigani,1077,1,2,independent,affordable,2149,0.91,0.61,1.52,0.57,0.23,0,47.75
Jigani,1538,2,2,flat,affordable,1647,0.61,0.24,0.45,0.25,0.25,0,69.92
Whitefield,1253,3,3,independent,premium,2787,1.62,1.01,2.82,1.5,1.75,1,106.91
Rajajinagar,2037,4,3,independent,ultra_premium,4876,3.32,2.06,2.71,1.47,4.97,1,495.81
Varthur,2267,4,4,independent,mid,3003,4.5,1.57,1.27,1.34,3.4,0,208.59
Varthur,1615,2,2,flat,mid,1802,0.56,0.2,1.11,0.37,1.46,0,98.61
